agent_id,t_step,key,value
env,0,pubs,"{'The awesome pub #3': {'open': False, 'closing_time': 24, 'type': 'pub', 'occupancy': 0, 'opening_time': 1, 'name': 'The awesome pub #3', 'capacity': 91.65579486839624, 'entry': 0, 'price': 7}, 'The awesome disco #0': {'open': False, 'closing_time': 35, 'type': 'disco', 'occupancy': 0, 'opening_time': 10, 'name': 'The awesome disco #0', 'capacity': 1349.7402841672981, 'entry': 15, 'price': 10}, 'The awesome street #0': {'open': False, 'closing_time': 39, 'type': 'street', 'occupancy': 0, 'opening_time': 1, 'name': 'The awesome street #0', 'capacity': 10000, 'entry': 0, 'price': 4}, 'The awesome pub #0': {'open': False, 'closing_time': 21, 'type': 'pub', 'occupancy': 0, 'opening_time': 1, 'name': 'The awesome pub #0', 'capacity': 101.70350890037403, 'entry': 0, 'price': 6}, 'The awesome pub #2': {'open': False, 'closing_time': 24, 'type': 'pub', 'occupancy': 0, 'opening_time': 1, 'name': 'The awesome pub #2', 'capacity': 99.53236277696996, 'entry': 0, 'price': 6}, 'The awesome disco #1': {'open': False, 'closing_time': 34, 'type': 'disco', 'occupancy': 0, 'opening_time': 10, 'name': 'The awesome disco #1', 'capacity': 738.9542865946247, 'entry': 16, 'price': 11}, 'The awesome pub #4': {'open': False, 'closing_time': 23, 'type': 'pub', 'occupancy': 0, 'opening_time': 1, 'name': 'The awesome pub #4', 'capacity': 108.09303679455309, 'entry': 0, 'price': 8}, 'The awesome pub #1': {'open': False, 'closing_time': 22, 'type': 'pub', 'occupancy': 0, 'opening_time': 1, 'name': 'The awesome pub #1', 'capacity': 105.76500241224984, 'entry': 0, 'price': 7}, 'The awesome street #1': {'open': False, 'closing_time': 39, 'type': 'street', 'occupancy': 0, 'opening_time': 1, 'name': 'The awesome street #1', 'capacity': 10000, 'entry': 0, 'price': 2}}"
env,0,SEED,NonePolitica_3_trial_0
Police,0,id,patrol
0,0,prob_drink,0.6
0,0,in_a_group,False
0,0,going_out_time,10
0,0,gender,male
0,0,group_size,0
0,0,num_of_fights,0
0,0,pints,0
0,0,age,20
0,0,pub,
0,0,intoxicated,False
0,0,num_of_changes,0
0,0,drunk,False
0,0,in_a_fight,False
0,0,prob_change_bar,0.2
0,0,prob_fight,0
0,0,is_leader,False
1,0,prob_drink,0.25
1,0,in_a_group,False
1,0,going_out_time,10
1,0,gender,female
1,0,group_size,0
1,0,num_of_fights,0
1,0,pints,0
1,0,age,15
1,0,pub,
1,0,intoxicated,False
1,0,num_of_changes,0
1,0,drunk,False
1,0,in_a_fight,False
1,0,prob_change_bar,0.2
1,0,prob_fight,0
1,0,is_leader,False
2,0,prob_drink,0.6
2,0,in_a_group,False
2,0,going_out_time,10
2,0,gender,male
2,0,group_size,0
2,0,num_of_fights,0
2,0,pints,0
2,0,age,20
2,0,pub,
2,0,intoxicated,False
2,0,num_of_changes,0
2,0,drunk,False
2,0,in_a_fight,False
2,0,prob_change_bar,0.2
2,0,prob_fight,0
2,0,is_leader,False
3,0,prob_drink,0.5
3,0,in_a_group,False
3,0,going_out_time,10
3,0,gender,male
3,0,group_size,0
3,0,num_of_fights,0
3,0,pints,0
3,0,age,25
3,0,pub,
3,0,intoxicated,False
3,0,num_of_changes,0
3,0,drunk,False
3,0,in_a_fight,False
3,0,prob_change_bar,0.2
3,0,prob_fight,0
3,0,is_leader,False
4,0,prob_drink,0.6
4,0,in_a_group,False
4,0,going_out_time,10
4,0,gender,male
4,0,group_size,0
4,0,num_of_fights,0
4,0,pints,0
4,0,age,20
4,0,pub,
